X,Y,comment_,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
149.112313,-33.273139,NO GNAF POINT,2740,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ORANGE,OPERATIONAL,,ORANGE,NEW SOUTH WALES,2800,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.27313899999996,149.11231300000009,,,,,,,,,,
150.999444044,-34.21321919,NO GNAF POINT,2741,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OTFORD,OPERATIONAL,,OTFORD,NEW SOUTH WALES,2508,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.21321918999996,150.99944404400003,,,,,,,,,,
147.847542412,-35.939391364,NO GNAF POINT,2742,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OURNIE,OPERATIONAL,,OURNIE,NEW SOUTH WALES,2640,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.93939136399996,147.84754241200005,,,,,,,,,,
144.161050877,-34.215809911,NO GNAF POINT,2743,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,FRESH WATER (TUPRA),OPERATIONAL,,OXLEY,NEW SOUTH WALES,2711,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.21580991099995,144.1610508770001,,,,,,,,,,
148.154898914,-35.8456939669999,NO GNAF POINT,2744,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TUMBARUMBA ELLIOT WAY,OPERATIONAL,,PADDYS RIVER,NEW SOUTH WALES,2653,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.84569396699993,148.1548989140001,,,,,,,,,,
149.793034986,-34.1090152309999,NO GNAF POINT,2745,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,JERRONG / PALING YARDS,OPERATIONAL,,PALING YARDS,NEW SOUTH WALES,2580,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.109015230999944,149.79303498600007,,,,,,,,,,
150.430571246,-29.961617073,NO GNAF POINT,2746,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,PALLAL,OPERATIONAL,,PALLAL,NEW SOUTH WALES,2404,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.961617072999957,150.4305712460001,,,,,,,,,,
150.14309286,-29.4720086139999,NO GNAF POINT,2747,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,PALLAMALLAWA & DISTRICT (MOREE),OPERATIONAL,,PALLAMALLAWA,NEW SOUTH WALES,2399,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.472008613999947,150.14309286000002,,,,,,,,,,
148.666078687,-35.9979157409999,NO GNAF POINT,2748,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ANGLERS REACH,OPERATIONAL,,ANGLERS REACH,NEW SOUTH WALES,2629,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.99791574099993,148.6660786870001,,,,,,,,,,
150.642957067,-33.8658834729999,,2749,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLACIA,OPERATIONAL,,WALLACIA,NEW SOUTH WALES,2745,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.86588347299994,150.6429570670001,,,GANSW706233490,27 PARK ROAD,1,2745,WALLACIA,14,-33.86594121999997,150.64308730000005
151.64485702,-32.6943907639999,,2750,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BOWTHORNE / HINTON,OPERATIONAL,,WALLALONG,NEW SOUTH WALES,2320,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.694390763999934,151.64485702000002,,,GANSW706219259,19 MORPETH STREET,1,2320,WALLALONG,156,-32.695311179999976,151.64610790000006
151.697664158,-32.497122463,,2751,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLAROBBA,OPERATIONAL,,WALLAROBBA,NEW SOUTH WALES,2420,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.49712246299998,151.69766415800007,,,GANSW718039865,744 WALLAROBBA-BROOKFIELD ROAD,1,2420,WALLAROBBA,33,-32.49683786999998,151.69774554000003
149.019370787,-35.152237519,,2752,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLAROO,OPERATIONAL,,WALLAROO,NEW SOUTH WALES,2618,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.15223751899998,149.01937078700007,,,GANSW706227254,468 WALLAROO ROAD,1,2618,WALLAROO,3,-35.15225074999995,149.01934892000008
148.157837198,-34.5267873889999,,2753,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLENDBEEN RURAL,OPERATIONAL,,WALLENDBEEN,NEW SOUTH WALES,2588,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.526787388999935,148.15783719800004,,,GANSW717973661,21 HOSKINS STREET,1,2588,WALLENDBEEN,37,-34.52702104999997,148.15811857000006
147.031398028,-34.4872628529999,,2754,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALLEROOBIE,OPERATIONAL,,WALLEROOBIE,NEW SOUTH WALES,2665,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.48726285299995,147.031398028,,,GANSW717721878,833 WALLEROOBIE ROAD,1,2665,WALLEROOBIE,45,-34.48732911999997,147.03091099000005
148.7304,-32.6612989999999,,2755,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WALMER,OPERATIONAL,,WALMER,NEW SOUTH WALES,2820,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.66129899999993,148.73040000000003,,,GANSW717832480,2646 RENSHAW MCGIRR WAY,1,2820,WALMER,6,-32.66131336999996,148.73046375
148.703,-32.446898999,NO GNAF POINT,2756,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BENALONG,OPERATIONAL,,BENOLONG,NEW SOUTH WALES,2818,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.446898998999984,148.7030000000001,,,,,,,,,,
146.093997228,-35.0960593519999,NO GNAF POINT,2757,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WIDGIEWA,OPERATIONAL,,MORUNDAH,NEW SOUTH WALES,2700,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.09605935199994,146.09399722800003,,,,,,,,,,
146.301756033,-34.9325582659999,NO GNAF POINT,2758,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MORUNDAH - URANA,OPERATIONAL,,MORUNDAH,NEW SOUTH WALES,2700,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.932558265999944,146.30175603300006,,,,,,,,,,
150.441732499,-34.5939040329999,NO GNAF POINT,2759,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,AVOCA - WINGECARRIBEE,OPERATIONAL,,MOSS VALE,NEW SOUTH WALES,2577,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.593904032999944,150.44173249900007,,,,,,,,,,
144.60658298,-33.278433026,NO GNAF POINT,2760,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MOSSGIEL,OPERATIONAL,,MOSSGIEL,NEW SOUTH WALES,2878,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.27843302599996,144.6065829800001,,,,,,,,,,
150.457085843,-33.4904632839999,NO GNAF POINT,2761,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MT IRVINE,OPERATIONAL,,MOUNT IRVINE,NEW SOUTH WALES,2786,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.49046328399993,150.45708584300007,,,,,,,,,,
151.264442455,-32.2163515469999,NO GNAF POINT,2762,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MT ROYAL,OPERATIONAL,,MOUNT ROYAL,NEW SOUTH WALES,2330,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.21635154699993,151.2644424550001,,,,,,,,,,
150.256780131,-33.590129186,NO GNAF POINT,2763,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MT VICTORIA,OPERATIONAL,,MOUNT VICTORIA,NEW SOUTH WALES,2786,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.590129185999956,150.25678013100003,,,,,,,,,,
151.19819401,-33.4558253599999,NO GNAF POINT,2764,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,CALGA / MT WHITE,OPERATIONAL,,MOUNT WHITE,NEW SOUTH WALES,2250,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.45582535999995,151.19819401000007,,,,,,,,,,
150.645873657,-31.3563656319999,,2765,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WERRIS CREEK,OPERATIONAL,,WERRIS CREEK,NEW SOUTH WALES,2341,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-31.35636563199995,150.64587365700004,,,GANSW719571219,104 SINGLE STREET,0,2341,WERRIS CREEK,27,-31.35643276999997,150.64615071000003
148.993410699,-34.3915886959999,NO GNAF POINT,2766,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,RUGBY,OPERATIONAL,,RUGBY,NEW SOUTH WALES,2583,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.39158869599993,148.99341069900004,,,,,,,,,,
150.033014004,-33.5256108259999,NO GNAF POINT,2767,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,RYDAL - CROSSROADS,OPERATIONAL,,RYDAL,NEW SOUTH WALES,2790,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.525610825999934,150.03301400400005,,,,,,,,,,
150.031487816,-33.4857874159999,NO GNAF POINT,2768,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,RYDAL,OPERATIONAL,,RYDAL,NEW SOUTH WALES,2790,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.48578741599994,150.0314878160001,,,,,,,,,,
149.974326791,-32.8049527059999,NO GNAF POINT,2769,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,RYLSTONE,OPERATIONAL,,RYLSTONE,NEW SOUTH WALES,2849,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-32.80495270599994,149.97432679100007,,,,,,,,,,
150.911207306,-33.47971689,NO GNAF POINT,2770,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SACKVILLE NORTH,OPERATIONAL,,SACKVILLE NORTH,NEW SOUTH WALES,2756,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.47971688999996,150.91120730600005,,,,,,,,,,
149.558110809,-33.004610638,NO GNAF POINT,2771,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SALLYS FLAT,OPERATIONAL,,SALLYS FLAT,NEW SOUTH WALES,2850,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.004610637999974,149.55811080900003,,,,,,,,,,
152.008142098,-29.23171572,NO GNAF POINT,2772,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SANDY FLAT / BOLIVIA,OPERATIONAL,,SANDY FLAT,NEW SOUTH WALES,2372,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.231715719999954,152.00814209800012,,,,,,,,,,
146.050426118,-35.736506381,NO GNAF POINT,2773,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SAVERNAKE,OPERATIONAL,,SAVERNAKE,NEW SOUTH WALES,2646,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.73650638099997,146.05042611800002,,,,,,,,,,
153.339116881,-29.0739810599999,,2774,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WOODBURN,OPERATIONAL,,WOODBURN,NEW SOUTH WALES,2472,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.073981059999937,153.3391168810001,,,GANSW716373958,3-5 URALBA STREET,1,2472,WOODBURN,18,-29.073825129999932,153.33917967000002
150.958253893,-33.6722566829999,NO GNAF POINT,2775,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ANNANGROVE,OPERATIONAL,,ANNANGROVE,NEW SOUTH WALES,2156,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.672256682999944,150.95825389300012,,,,,,,,,,
152.745953208,-30.622092407,NO GNAF POINT,2776,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ARGENT'S HILL,OPERATIONAL,,ARGENTS HILL,NEW SOUTH WALES,2449,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-30.62209240699997,152.74595320800006,,,,,,,,,,
147.132493492,-34.219700131,NO GNAF POINT,2777,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MANDWAMAH,OPERATIONAL,,ARIAH PARK,NEW SOUTH WALES,2665,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.21970013099997,147.1324934920001,,,,,,,,,,
151.734447838,-30.578425894,NO GNAF POINT,2778,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COMMISSIONERS WATERS,OPERATIONAL,,ARMIDALE,NEW SOUTH WALES,2350,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-30.578425893999963,151.73444783800005,,,,,,,,,,
151.717563151,-30.476876047,NO GNAF POINT,2779,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NEW ENGLAND RAFT,OPERATIONAL,,ARMIDALE,NEW SOUTH WALES,2350,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-30.476876046999962,151.71756315100004,,,,,,,,,,
151.684373761,-30.5267112989999,NO GNAF POINT,2780,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DUMARESQ,OPERATIONAL,,ARMIDALE,NEW SOUTH WALES,2350,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-30.526711298999942,151.68437376100007,,,,,,,,,,
143.319343317,-33.468365649,NO GNAF POINT,2781,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BOREE,OPERATIONAL,,ARUMPO,NEW SOUTH WALES,2715,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.46836564899996,143.31934331700006,,,,,,,,,,
153.195107642,-29.4361696239999,NO GNAF POINT,2782,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ASHBY,OPERATIONAL,,ASHBY,NEW SOUTH WALES,2463,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.436169623999945,153.19510764200004,,,,,,,,,,
148.77032832,-36.9091838109999,NO GNAF POINT,2783,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,CORROWONG,OPERATIONAL,,CORROWONG,NEW SOUTH WALES,2633,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-36.909183810999934,148.7703283200001,,,,,,,,,,
151.43300746,-33.348895064,NO GNAF POINT,2784,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BERKELEY VALE,OPERATIONAL,,BERKELEY VALE,NEW SOUTH WALES,2261,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-33.348895063999976,151.4330074600001,,,,,,,,,,
150.100349974,-29.9065883329999,NO GNAF POINT,2785,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BERRYGIL CREEK,OPERATIONAL,,BERRIGAL,NEW SOUTH WALES,2390,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-29.906588332999945,150.1003499740001,,,,,,,,,,
150.338733352,-34.483972216,NO GNAF POINT,2786,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BERRIMA,OPERATIONAL,,BERRIMA,NEW SOUTH WALES,2577,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.483972215999984,150.33873335200008,,,,,,,,,,
147.812446668,-34.73679492,NO GNAF POINT,2787,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BETHUNGRA,OPERATIONAL,,BETHUNGRA,NEW SOUTH WALES,2590,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.736794919999966,147.81244666800012,,,,,,,,,,
149.11537134,-34.532326831,NO GNAF POINT,2788,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BEVENDALE,OPERATIONAL,,BEVENDALE,NEW SOUTH WALES,2581,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.53232683099998,149.11537134000002,,,,,,,,,,
149.243702773,-34.5989152459999,NO GNAF POINT,2789,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BIALA,OPERATIONAL,,BIALA,NEW SOUTH WALES,2581,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-34.59891524599993,149.2437027730001,,,,,,,,,,
147.423543592,-35.323701087,NO GNAF POINT,2790,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BIG SPRINGS,OPERATIONAL,,BIG SPRINGS,NEW SOUTH WALES,2650,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-35.32370108699996,147.4235435920001,,,,,,,,,,
153.478890198,-28.216897772,NO GNAF POINT,2791,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BILAMBIL,OPERATIONAL,,BILAMBIL HEIGHTS,NEW SOUTH WALES,2486,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-28.21689777199998,153.47889019800004,,,,,,,,,,
152.374508753,-28.9261548869999,NO GNAF POINT,2792,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DRAKE,OPERATIONAL,,DRAKE VILLAGE,NEW SOUTH WALES,2469,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,RURAL FIRE SERVICE,2017/08/11 00:00:00+00,,2018/09/14 00:00:00+00,-28.92615488699994,152.3745087530001,,,,,,,,,,
